jMRUI Data Textfile

Filename: mm3_corrected.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-6.6991E-1	-2.3061E-1	3.2479E-7	4.1455E-2
-6.9798E-1	-1.1955E-1	3.1806E-7	4.1492E-2
-7.0778E-1	-5.4606E-3	3.0405E-7	4.1529E-2
-6.9906E-1	1.0866E-1	2.8433E-7	4.1566E-2
-6.7207E-1	2.1982E-1	2.603E-7	4.1603E-2
-6.2754E-1	3.2512E-1	2.3317E-7	4.164E-2
-5.6664E-1	4.2182E-1	2.0396E-7	4.1676E-2
-4.9098E-1	5.074E-1	1.7358E-7	4.1713E-2
-4.0256E-1	5.7962E-1	1.4285E-7	4.175E-2
-3.0371E-1	6.3662E-1	1.1255E-7	4.1787E-2
-1.9701E-1	6.7691E-1	8.3436E-8	4.1824E-2
-8.5271E-2	6.9947E-1	5.6232E-8	4.1861E-2
2.8587E-2	7.0371E-1	3.1634E-8	4.1898E-2
1.4158E-1	6.8955E-1	1.0278E-8	4.1935E-2
2.5076E-1	6.5737E-1	-7.2881E-9	4.1971E-2
3.5327E-1	6.0804E-1	-2.0615E-8	4.2008E-2
4.4644E-1	5.4286E-1	-2.9366E-8	4.2045E-2
5.2784E-1	4.6355E-1	-3.3314E-8	4.2082E-2
5.9536E-1	3.7221E-1	-3.2332E-8	4.2119E-2
6.4724E-1	2.7122E-1	-2.6385E-8	4.2156E-2
6.8214E-1	1.6325E-1	-1.5522E-8	4.2193E-2
6.9918E-1	5.1126E-2	1.1886E-10	4.223E-2
6.9791E-1	-6.222E-2	2.0295E-8	4.2267E-2
6.784E-1	-1.7382E-1	4.4637E-8	4.2304E-2
6.4117E-1	-2.8076E-1	7.2619E-8	4.2341E-2
5.8721E-1	-3.8025E-1	1.0353E-7	4.2377E-2
5.1796E-1	-4.6969E-1	1.3646E-7	4.2414E-2
4.3524E-1	-5.4675E-1	1.7032E-7	4.2451E-2
3.4122E-1	-6.0944E-1	2.0384E-7	4.2488E-2
2.3839E-1	-6.5612E-1	2.3568E-7	4.2525E-2
1.2943E-1	-6.8561E-1	2.6448E-7	4.2562E-2
1.7207E-2	-6.9713E-1	2.8901E-7	4.2599E-2
-9.5347E-2	-6.9041E-1	3.0825E-7	4.2636E-2
-2.0529E-1	-6.6565E-1	3.2154E-7	4.2672E-2
-3.0974E-1	-6.2352E-1	3.286E-7	4.2709E-2
-4.0598E-1	-5.6512E-1	3.2961E-7	4.2746E-2
-4.9151E-1	-4.9202E-1	3.2516E-7	4.2783E-2
-5.6408E-1	-4.0613E-1	3.162E-7	4.282E-2
-6.2183E-1	-3.0971E-1	3.0386E-7	4.2857E-2
-6.6326E-1	-2.053E-1	2.8935E-7	4.2894E-2
-6.873E-1	-9.5646E-2	2.7375E-7	4.293E-2
-6.9335E-1	1.6393E-2	2.5791E-7	4.2967E-2
-6.8126E-1	1.2788E-1	2.4237E-7	4.3004E-2
-6.5137E-1	2.359E-1	2.2731E-7	4.3041E-2
-6.0449E-1	3.3763E-1	2.1262E-7	4.3078E-2
-5.4185E-1	4.3042E-1	1.9804E-7	4.3115E-2
-4.6512E-1	5.1185E-1	1.8325E-7	4.3152E-2
-3.7631E-1	5.7981E-1	1.6806E-7	4.3189E-2
-2.7776E-1	6.3253E-1	1.5254E-7	4.3226E-2
-1.7207E-1	6.6865E-1	1.3703E-7	4.3263E-2
-6.199E-2	6.8725E-1	1.2221E-7	4.3299E-2
4.9581E-2	6.8787E-1	1.0895E-7	4.3336E-2
1.5973E-1	6.7049E-1	9.8222E-8	4.3373E-2
2.6557E-1	6.3561E-1	9.0965E-8	4.341E-2
3.6435E-1	5.8415E-1	8.79E-8	4.3447E-2
4.5349E-1	5.1747E-1	8.9452E-8	4.3484E-2
5.3067E-1	4.3735E-1	9.5693E-8	4.3521E-2
5.9389E-1	3.4588E-1	1.0636E-7	4.3558E-2
6.4151E-1	2.4547E-1	1.2092E-7	4.3595E-2
6.723E-1	1.3877E-1	1.387E-7	4.3632E-2
6.8547E-1	2.856E-2	1.5895E-7	4.3669E-2
6.8071E-1	-8.2267E-2	1.8101E-7	4.3706E-2
6.5816E-1	-1.9081E-1	2.0429E-7	4.3743E-2
6.1842E-1	-2.9424E-1	2.2835E-7	4.378E-2
5.6257E-1	-3.8985E-1	2.5284E-7	4.3816E-2
4.9207E-1	-4.7516E-1	2.7742E-7	4.3853E-2
4.0879E-1	-5.4795E-1	3.0172E-7	4.389E-2
3.1493E-1	-6.0632E-1	3.2529E-7	4.3927E-2
2.1294E-1	-6.4877E-1	3.4754E-7	4.3964E-2
1.0551E-1	-6.742E-1	3.6777E-7	4.4001E-2
-4.553E-3	-6.8198E-1	3.8524E-7	4.4038E-2
-1.1436E-1	-6.7192E-1	3.9928E-7	4.4075E-2
-2.2105E-1	-6.4431E-1	4.0934E-7	4.4112E-2
-3.2183E-1	-5.9988E-1	4.1516E-7	4.4149E-2
-4.1407E-1	-5.3983E-1	4.1682E-7	4.4185E-2
-4.9538E-1	-4.6573E-1	4.1479E-7	4.4222E-2
-5.6363E-1	-3.7955E-1	4.0993E-7	4.4259E-2
-6.1706E-1	-2.8355E-1	4.0344E-7	4.4296E-2
-6.543E-1	-1.8026E-1	3.9669E-7	4.4333E-2
-6.7438E-1	-7.238E-2	3.9116E-7	4.437E-2
-6.7681E-1	3.7257E-2	3.8817E-7	4.4407E-2
-6.6154E-1	1.4578E-1	3.8877E-7	4.4444E-2
-6.29E-1	2.5037E-1	3.9358E-7	4.4481E-2
-5.8005E-1	3.4827E-1	4.0264E-7	4.4518E-2
-5.16E-1	4.3695E-1	4.1537E-7	4.4555E-2
