jMRUI Data Textfile

Filename: NAA_AcetylMoiety.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
4.2322E-1	2.7152E0	-1.2494E-5	1.7365E-1
8.6994E-1	2.6059E0	-1.1658E-5	1.738E-1
1.2921E0	2.4237E0	-1.1442E-5	1.7394E-1
1.6778E0	2.1736E0	-1.1754E-5	1.7409E-1
2.0163E0	1.8628E0	-1.2412E-5	1.7424E-1
2.2981E0	1.5001E0	-1.2707E-5	1.7438E-1
2.5155E0	1.0954E0	-1.2108E-5	1.7453E-1
2.6622E0	6.6036E-1	-1.0348E-5	1.7467E-1
2.7343E0	2.0701E-1	-9.7953E-6	1.7482E-1
2.7298E0	-2.5189E-1	-1.1037E-5	1.7496E-1
2.6489E0	-7.0349E-1	-1.2238E-5	1.7511E-1
2.4938E0	-1.1351E0	-1.1804E-5	1.7526E-1
2.2689E0	-1.5348E0	-1.2671E-5	1.754E-1
1.9806E0	-1.8912E0	-1.303E-5	1.7555E-1
1.637E0	-2.1945E0	-1.283E-5	1.7569E-1
1.2477E0	-2.4361E0	-1.4012E-5	1.7584E-1
8.2366E-1	-2.6094E0	-1.4765E-5	1.7599E-1
3.7679E-1	-2.7095E0	-1.3677E-5	1.7613E-1
-8.039E-2	-2.7337E0	-1.1374E-5	1.7628E-1
-5.3508E-1	-2.6813E0	-9.8834E-6	1.7643E-1
-9.7454E-1	-2.5538E0	-8.4542E-6	1.7657E-1
-1.3865E0	-2.3548E0	-7.9621E-6	1.7671E-1
-1.7593E0	-2.09E0	-9.0406E-6	1.7686E-1
-2.0827E0	-1.7668E0	-1.0104E-5	1.77E-1
-2.3476E0	-1.3943E0	-1.1297E-5	1.7715E-1
-2.5466E0	-9.8296E-1	-1.3137E-5	1.773E-1
-2.6742E0	-5.4429E-1	-1.3267E-5	1.7744E-1
-2.7268E0	-9.06E-2	-1.298E-5	1.7759E-1
